filename,label,disease,height,width,avg_contour_length,line_density,num_lines
01805.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.91745509633934,6.25e-06,3.0
01806.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.07240401614796,4.166666666666667e-06,2.0
01807.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.55128779915017,2.083333333333333e-06,1.0
01808.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.326326503869023,4.166666666666667e-06,2.0
01809.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.88646381234264,2.083333333333333e-06,1.0
01810.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.61934840591729,2.083333333333333e-06,1.0
01811.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.07411956946358,6.25e-06,3.0
01812.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.69545038541158,6.25e-06,3.0
01813.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.114473803365257,4.166666666666667e-06,2.0
01814.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.459292791483115,4.166666666666667e-06,2.0
01815.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.122255258884245,6.25e-06,3.0
01816.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.0325275933824,4.166666666666667e-06,2.0
01817.tiff,4,Healthy,600.0,800.0,33.56778082001709,6.25e-06,3.0
01818.tiff,4,Healthy,600.0,800.0,29.63979053001508,4.166666666666667e-06,2.0
01819.tiff,4,Healthy,600.0,800.0,35.7505375415907,4.166666666666667e-06,2.0
01820.tiff,4,Healthy,600.0,800.0,35.851167493423475,6.25e-06,3.0
01821.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.85728929393036,1.25e-05,6.0
01822.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.49940617185205,8.333333333333334e-06,4.0
01823.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.4999686088413,6.25e-06,3.0
01824.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.89525687884777,6.25e-06,3.0
01825.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.650478839874268,8.333333333333334e-06,4.0
01826.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.06091238045588,6.25e-06,3.0
01827.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.29617429112589,8.333333333333334e-06,4.0
01828.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.41675490734762,6.25e-06,3.0
01829.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.74411729095029,1.0416666666666666e-05,5.0
01830.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.89928830862045,8.333333333333334e-06,4.0
01831.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.837720721322963,8.333333333333334e-06,4.0
01832.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.45729252057886,8.333333333333334e-06,4.0
01833.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.187329529854782,1.0416666666666666e-05,5.0
01834.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.739621683519136,8.333333333333334e-06,4.0
01835.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.38045124973076,1.0416666666666666e-05,5.0
01836.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.905675794911406,8.333333333333334e-06,4.0
01837.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,22.440062810524857,8.333333333333334e-06,4.0
01838.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.46098134600012,1.0416666666666666e-05,5.0
01839.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.11572116613388,8.333333333333334e-06,4.0
01840.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.748336493968964,1.0416666666666666e-05,5.0
01841.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.484870235125225,6.25e-06,3.0
01842.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.473277626810848,6.25e-06,3.0
01843.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.675365161432804,4.166666666666667e-06,2.0
01844.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.58150872747721,4.166666666666667e-06,2.0
01845.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,36.91642962256781,6.25e-06,3.0
01846.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,35.076189030874644,8.333333333333334e-06,4.0
01847.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.773024274626884,8.333333333333334e-06,4.0
01848.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.80373934971743,8.333333333333334e-06,4.0
01849.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.2025080235876,6.25e-06,3.0
01850.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.51975779143615,6.25e-06,3.0
01851.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.83917528307404,6.25e-06,3.0
01852.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,37.368726457218,6.25e-06,3.0
01853.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.376052476282933,6.25e-06,3.0
01854.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.21439607901142,4.166666666666667e-06,2.0
01855.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.320865593540173,6.25e-06,3.0
01856.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,36.98841005780995,4.166666666666667e-06,2.0
01857.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.411072078069054,6.25e-06,3.0
01858.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.22511426625196,4.166666666666667e-06,2.0
01859.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.99018669950551,6.25e-06,3.0
01860.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,34.650718856265904,4.166666666666667e-06,2.0
01861.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.943736648807924,1.0416666666666666e-05,5.0
01862.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.274402212522745,1.0416666666666666e-05,5.0
01863.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.735890780725786,8.333333333333334e-06,4.0
01864.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.70675267126694,1.0416666666666666e-05,5.0
01865.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.677785534373783,6.25e-06,3.0
01866.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.7822502513284,8.333333333333334e-06,4.0
01867.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.3537596639424,6.25e-06,3.0
01868.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.64021577046612,1.4583333333333331e-05,7.0
01869.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.20794810697553,6.25e-06,3.0
01870.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.324530871567426,4.166666666666667e-06,2.0
01871.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.327989858432407,4.166666666666667e-06,2.0
01872.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.104769004483146,4.166666666666667e-06,2.0
01873.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.98941447019577,8.333333333333334e-06,4.0
01874.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.19045440335663,6.25e-06,3.0
01875.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.71089528677415,6.25e-06,3.0
01876.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.06208463043665,6.25e-06,3.0
01877.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.77128614994309,4.166666666666667e-06,2.0
01878.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.429689692614375,8.333333333333334e-06,4.0
01879.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.718814288402,6.25e-06,3.0
01880.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.82789177302733,1.0416666666666666e-05,5.0
01881.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.39494801062539,8.333333333333334e-06,4.0
01882.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,36.82768154684014,8.333333333333334e-06,4.0
01883.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.411836094144284,6.25e-06,3.0
01884.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.594825859998632,8.333333333333334e-06,4.0
01885.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.57893488979629,8.333333333333334e-06,4.0
01886.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.24888227291984,6.25e-06,3.0
01887.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.5382633823398,8.333333333333334e-06,4.0
01888.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.243095836208443,6.25e-06,3.0
01889.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.21841018660404,6.25e-06,3.0
01890.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.78273184840561,6.25e-06,3.0
01891.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.295178168390425,8.333333333333334e-06,4.0
01892.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.28913835542033,6.25e-06,3.0
01893.tiff,4,Healthy,600.0,800.0,31.770747048954025,8.333333333333334e-06,4.0
01894.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.650445605372333,1.0416666666666666e-05,5.0
01895.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.766292236191887,6.25e-06,3.0
01896.tiff,4,Healthy,600.0,800.0,25.508364504092448,6.25e-06,3.0
01897.tiff,4,Healthy,600.0,800.0,29.222151395628007,6.25e-06,3.0
01898.tiff,4,Healthy,600.0,800.0,31.262401396648723,4.166666666666667e-06,2.0
01899.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.51658717602915,8.333333333333334e-06,4.0
01900.tiff,4,Healthy,600.0,800.0,29.79490918140145,8.333333333333334e-06,4.0
01901.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.26995587109957,6.25e-06,3.0
01902.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.86577367301071,6.25e-06,3.0
01903.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.70068198384308,8.333333333333334e-06,4.0
01904.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.27586248448682,6.25e-06,3.0
01905.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.06167760257698,4.166666666666667e-06,2.0
01906.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.33539910238553,1.4583333333333331e-05,7.0
01907.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,23.940800841425503,6.25e-06,3.0
01908.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.588662772565275,6.25e-06,3.0
01909.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.24697199013998,6.25e-06,3.0
01910.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.86765278556031,6.25e-06,3.0
01911.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.25216609642918,6.25e-06,3.0
01912.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,34.622916971897254,6.25e-06,3.0
01913.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.57794109646601,4.166666666666667e-06,2.0
01914.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.121015174822375,4.166666666666667e-06,2.0
01915.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.38008234548981,6.25e-06,3.0
01916.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.044969391466964,4.166666666666667e-06,2.0
01917.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.02270816808597,4.166666666666667e-06,2.0
01918.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.86791805620116,4.166666666666667e-06,2.0
01919.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.61310421418392,6.25e-06,3.0
01920.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.65096663393155,4.166666666666667e-06,2.0
01921.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.40246209820308,6.25e-06,3.0
01922.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.26775582792242,4.166666666666667e-06,2.0
01923.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.52433144281569,6.25e-06,3.0
01924.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.458929919838006,4.166666666666667e-06,2.0
01925.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.9664939215362,4.166666666666667e-06,2.0
01926.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.59541431468054,6.25e-06,3.0
01927.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.7885794160796,4.166666666666667e-06,2.0
01928.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.474891904622886,6.25e-06,3.0
01929.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.42045066129594,6.25e-06,3.0
01930.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,39.71851129804043,6.25e-06,3.0
01931.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.98344996225912,6.25e-06,3.0
01932.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.18789041293824,4.166666666666667e-06,2.0
01933.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.35814202894078,6.25e-06,3.0
01934.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.717610088647422,6.25e-06,3.0
01935.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.20534163346144,6.25e-06,3.0
01936.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.89980950324499,6.25e-06,3.0
01937.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.556430651887176,4.166666666666667e-06,2.0
01938.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,39.56349240424938,4.166666666666667e-06,2.0
01939.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.13057347446839,6.25e-06,3.0
01940.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.94996971532333,4.166666666666667e-06,2.0
01941.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.799127294999384,1.0416666666666666e-05,5.0
01942.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.5830375270464,8.333333333333334e-06,4.0
01943.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.58011795063019,8.333333333333334e-06,4.0
01944.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.050969463586807,6.25e-06,3.0
01945.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.82001232739651,8.333333333333334e-06,4.0
01946.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,33.75773743895797,4.166666666666667e-06,2.0
01947.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.091156228737468,6.25e-06,3.0
01948.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.627423219181395,6.25e-06,3.0
01949.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.834453486330887,6.25e-06,3.0
01950.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.78452955997907,6.25e-06,3.0
01951.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.392033233855816,6.25e-06,3.0
01952.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,31.97824807746158,6.25e-06,3.0
01953.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.21000388089348,6.25e-06,3.0
01954.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.58447845572203,8.333333333333334e-06,4.0
01955.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.24361284475316,4.166666666666667e-06,2.0
01956.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.787621396960635,6.25e-06,3.0
01957.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.04557263054076,4.166666666666667e-06,2.0
01958.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.380667997458936,4.166666666666667e-06,2.0
01959.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.97286819515664,6.25e-06,3.0
01960.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.90978286437423,6.25e-06,3.0
01961.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.66674344989875,8.333333333333334e-06,4.0
01962.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.839818681200747,6.25e-06,3.0
01963.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.5055416487298,4.166666666666667e-06,2.0
01964.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.981928923442617,8.333333333333334e-06,4.0
01965.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.263620664400083,6.25e-06,3.0
01966.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.57402607616113,8.333333333333334e-06,4.0
01967.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.3100943426814,4.166666666666667e-06,2.0
01968.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,33.48312082116064,6.25e-06,3.0
01969.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.630801876386005,6.25e-06,3.0
01970.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.05979871022992,6.25e-06,3.0
01971.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.12948731907895,6.25e-06,3.0
01972.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.821523368608005,8.333333333333334e-06,4.0
01973.tiff,4,Healthy,600.0,800.0,40.82932230234146,2.083333333333333e-06,1.0
01974.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.72369400939149,4.166666666666667e-06,2.0
01975.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.77214205675521,4.166666666666667e-06,2.0
01976.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.083563472014017,6.25e-06,3.0
01977.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,27.99631936919393,1.0416666666666666e-05,5.0
01978.tiff,4,Healthy,600.0,800.0,38.32658273493871,8.333333333333334e-06,4.0
01979.tiff,4,Healthy,600.0,800.0,35.18677416857935,4.166666666666667e-06,2.0
01980.tiff,4,Healthy,600.0,800.0,30.776904790850185,4.166666666666667e-06,2.0
01981.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.97720274757653,8.333333333333334e-06,4.0
01982.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.981583543581728,4.166666666666667e-06,2.0
01983.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.04105276377626,8.333333333333334e-06,4.0
01984.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.5719062296082,1.0416666666666666e-05,5.0
01985.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.696438533834893,4.166666666666667e-06,2.0
01986.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.17784240959197,6.25e-06,3.0
01987.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.92480922205213,6.25e-06,3.0
01988.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.01459469607852,8.333333333333334e-06,4.0
01989.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.539961723652684,6.25e-06,3.0
01990.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.86745763409917,6.25e-06,3.0
01991.tiff,4,Healthy,600.0,800.0,25.115962220937085,8.333333333333334e-06,4.0
01992.tiff,4,Healthy,600.0,800.0,34.70979947516691,8.333333333333334e-06,4.0
01993.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.947378645246506,8.333333333333334e-06,4.0
01994.tiff,4,Healthy,600.0,800.0,31.86601072927935,8.333333333333334e-06,4.0
01995.tiff,4,Healthy,600.0,800.0,27.712600023874312,8.333333333333334e-06,4.0
01996.tiff,4,Healthy,600.0,800.0,27.79147225670419,6.25e-06,3.0
01997.tiff,4,Healthy,600.0,800.0,29.58594564049374,1.0416666666666666e-05,5.0
01998.tiff,4,Healthy,600.0,800.0,34.1628405302763,6.25e-06,3.0
01999.tiff,4,Healthy,600.0,800.0,28.872469310407286,1.0416666666666666e-05,5.0
02000.tiff,4,Healthy,600.0,800.0,30.36802085173642,1.0416666666666666e-05,5.0
02001.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.78008198038976,4.166666666666667e-06,2.0
02002.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.25809161194271,8.333333333333334e-06,4.0
02003.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.301628264003497,8.333333333333334e-06,4.0
02004.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.20332355068085,8.333333333333334e-06,4.0
02005.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.36379089150692,1.0416666666666666e-05,5.0
02006.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.923393363409705,6.25e-06,3.0
02007.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.474632904502503,6.25e-06,3.0
02008.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.74727655228951,8.333333333333334e-06,4.0
02009.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.02594690683424,8.333333333333334e-06,4.0
02010.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.17506094353952,8.333333333333334e-06,4.0
02011.tiff,4,Healthy,600.0,800.0,23.112461139644005,8.333333333333334e-06,4.0
02012.tiff,4,Healthy,600.0,800.0,26.87296057265056,6.25e-06,3.0
02013.tiff,4,Healthy,600.0,800.0,19.699158512811053,8.333333333333334e-06,4.0
02014.tiff,4,Healthy,600.0,800.0,21.32152323158164,1.0416666666666666e-05,5.0
02015.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.8516668623144,8.333333333333334e-06,4.0
02016.tiff,4,Healthy,600.0,800.0,28.37514432595701,8.333333333333334e-06,4.0
02017.tiff,4,Healthy,600.0,800.0,24.46127662457616,8.333333333333334e-06,4.0
02018.tiff,4,Healthy,600.0,800.0,28.051371345270336,8.333333333333334e-06,4.0
02019.tiff,4,Healthy,600.0,800.0,32.2771207937578,4.166666666666667e-06,2.0
02020.tiff,4,Healthy,600.0,800.0,29.90082633434354,8.333333333333334e-06,4.0
02021.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.752300448471928,6.25e-06,3.0
02022.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.80278305569116,6.25e-06,3.0
02023.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.42630257690162,6.25e-06,3.0
02024.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.975821996124058,8.333333333333334e-06,4.0
02025.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.36226633976224,1.0416666666666666e-05,5.0
02026.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.60246883328385,6.25e-06,3.0
02027.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.343407121223112,4.166666666666667e-06,2.0
02028.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.618928163207457,8.333333333333334e-06,4.0
02029.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,20.88458322637221,6.25e-06,3.0
02030.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.239941249729554,8.333333333333334e-06,4.0
02031.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.331803745575968,6.25e-06,3.0
02032.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.45441984283137,8.333333333333334e-06,4.0
02033.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.43511885376271,6.25e-06,3.0
02034.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.96648288928323,6.25e-06,3.0
02035.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.53290192005152,6.25e-06,3.0
02036.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.723844254138207,6.25e-06,3.0
02037.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.89024955860538,4.166666666666667e-06,2.0
02038.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,34.14890802317086,4.166666666666667e-06,2.0
02039.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.776260515333902,8.333333333333334e-06,4.0
02040.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.922219957259085,4.166666666666667e-06,2.0
02041.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.90417324608945,8.333333333333334e-06,4.0
02042.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.1550687774924,4.166666666666667e-06,2.0
02043.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.179927727871124,8.333333333333334e-06,4.0
02044.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.117904063214592,6.25e-06,3.0
02045.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.81806343237559,4.166666666666667e-06,2.0
02046.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.3982823189035,8.333333333333334e-06,4.0
02047.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.25423352125919,8.333333333333334e-06,4.0
02048.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.2160020585214,6.25e-06,3.0
02049.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.923832733775267,6.25e-06,3.0
02050.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.65717263847378,6.25e-06,3.0
02051.tiff,4,Healthy,600.0,800.0,23.690964972035268,6.25e-06,3.0
02052.tiff,4,Healthy,600.0,800.0,26.20107136652583,6.25e-06,3.0
02053.tiff,4,Healthy,600.0,800.0,28.243955395556537,4.166666666666667e-06,2.0
